date,spike_ratio,join_ok,r0,r1,r5,score,llmScore,dScore,dLlmScore
2018-05-02,13.333333333331764,True,-0.0032590251935456,0.0011040339564711,0.0060573978129285,-0.2,0.15,-0.2,-0.1
2018-06-13,8.254901960784236,True,0.0057057419246083,0.0046411138674596,0.0114909642205524,0.428571428571429,0.72,0.6286,0.57
2018-08-01,3.298969072166086,True,-0.0003258987135062,0.0042218646566592,0.0030304849513543,0.2,0.45,-0.2286,-0.27
2018-09-26,11.909090909092988,True,-9.996078533064954e-05,0.0066499544394712,0.0144167894429797,0.5,0.75,0.3,0.3
2018-11-08,6.222222222220813,True,0.0019646504944107,0.0036978724921223,0.0033905486601875,0.333333333333333,0.3,-0.1667,-0.45
2018-12-19,14.999999999997645,True,0.0031047767000588,-0.0025528824411464,0.0033657797007684,0.5,-0.2,0.1667,-0.5
2019-01-30,15.611940298503692,True,-0.0053446513417555,-0.0004738846650075,0.0099458278805191,0.333333333333333,-0.75,-0.1667,-0.55
2019-03-20,19.72549019607838,True,-0.0064091183177408,0.0061767865145051,0.0079986458063065,0.142857142857143,-0.55,-0.1905,0.2
2019-05-01,16.114285714282634,True,-0.0006281622805263,0.0053777468418753,0.0052254246901275,0.333333333333333,-0.35,0.1905,0.2
2019-06-19,14.954545454544652,True,-0.0034663164878735,-0.0061277823093949,-0.0108924924455488,0.333333333333333,-0.7,0.0,-0.35
2019-07-31,26.100000000002886,True,0.0020021788389718,0.0016319962261158,0.0005884364954406,0.333333333333333,-0.35,0.0,0.35
2019-09-18,13.0256410256372,True,0.002399720527662,-0.0027150946647262,0.0030954596045602,0.142857142857143,-0.3,-0.1905,0.05
2019-10-30,5.884615384617159,True,0.0002473468992099,-0.0049599754677885,0.0005650552038403,0.2,-0.25,0.0571,0.05
2019-12-11,7.891891891887642,True,-0.0010805659264354,0.0020559452346456,0.0017342171521838,0.5,0.1,0.3,0.35
2020-01-29,3.1034482758611714,True,-0.0003619023539807,-0.000498210819491,0.0030319973193531,0.5,-0.1,0.0,-0.2
2020-04-29,4.759493670885926,True,-0.0016237049153672,-0.0025001563188361,0.0088132257045766,0.0,-0.9,-0.5,-0.8
2020-06-10,18.888888888893685,True,-0.0031084705244214,0.0129325996562388,0.0138526270401152,-0.2,-0.75,-0.2,0.15
2020-07-29,5.526315789472977,True,-0.0008641023726551,-0.0006369371175926,-0.0025389174095825,-0.2,-0.75,0.0,0.0
2020-09-16,9.49999999999854,True,-0.0004664169533897,0.0008730941280948,0.0180327295977625,-0.666666666666667,-0.85,-0.4667,-0.1
2020-11-05,3.563636363635968,True,-0.0009632124876839,-0.0025439368190097,0.0038035210545624,-0.714285714285714,-0.75,-0.0476,0.1
2020-12-16,7.818181818180656,True,0.0023150136037629,-0.0085432544090506,-0.0018676956790061,-0.75,-0.75,-0.0357,0.0
2021-01-27,4.966666666667185,True,0.0012269473256246,-0.0009561692905546,0.0055542687976008,-0.75,-0.75,0.0,0.0
2021-03-17,17.333333333335553,True,-0.0047446725922035,0.0006746929272107,0.0137909515983014,-0.714285714285714,-0.7,0.0357,0.05
2021-04-28,13.181818181818867,True,-0.0010213675153117,-0.0007151443453817,0.0027066071762171,-0.714285714285714,-0.65,0.0,0.05
2021-06-16,29.34883720930725,True,0.0065664863449558,0.0082439397747742,0.0069141981223324,-0.714285714285714,-0.45,0.0,0.2
2021-07-28,17.249999999998842,True,-0.0001819337096638,-0.0077714239099736,-0.0056421220288296,-0.714285714285714,-0.2,0.0,0.25
2021-09-22,20.85000000000233,True,-0.002118543336147,-0.0017713418177094,0.0161979582916487,-0.555555555555556,0.45,0.1587,0.65
2021-11-03,16.53658536584386,True,0.0003069189017987,0.0032219221081862,0.0070799991841878,-0.6,0.35,-0.0444,-0.1
2021-12-15,15.500000000005782,True,0.0015921611722814,-0.0083715555954822,-0.0083674903012981,-0.714285714285714,0.72,-0.1143,0.37
2022-01-26,9.686274509803614,True,-0.0003176419082173,0.0117707998350781,0.0011008022706354,-0.25,0.82,0.4643,0.1
2022-03-16,7.616161616163071,True,0.0028982504323576,-0.0126770817431598,-0.0133162605742595,1.0,0.82,1.25,0.0
2022-05-04,10.162162162159584,True,0.0004268320329383,0.0062444038762509,0.0130653404638574,1.0,0.85,0.0,0.03
2022-06-15,15.466666666661574,True,0.0031282341329707,-0.0217819955605729,-0.012241218051447,1.0,0.85,0.0,0.0
2022-07-27,6.829787234043317,True,-0.0008844224442183,-0.0077727320452476,-0.0063803744914681,0.666666666666667,0.55,-0.3333,-0.3
2022-09-21,14.250000000001924,True,0.003879468448801,-0.0005331504441704,0.0151573158877737,1.0,0.85,0.3333,0.3
2022-11-02,13.865384615384166,True,-0.0069962146405718,0.0218708541098595,0.0021454614511729,1.0,0.55,0.0,-0.3
2022-12-14,8.016393442623059,True,0.0045067287481173,0.0109523000145287,0.0060723241130255,1.0,0.72,0.0,0.17
2023-02-01,9.452054794519482,True,0.0007562616813953,-0.0036945438002313,0.0135406732628008,0.666666666666667,0.55,-0.3333,-0.17
2023-03-22,14.512195121946828,True,-0.0046630983460675,-0.002501971862115,0.0002004251476797,1.0,0.1,0.3333,-0.45
2023-05-03,15.157894736836855,True,-0.0007481366031241,-0.0032531290078384,-0.0058384881872667,1.0,0.1,0.0,0.0
2023-06-14,19.061224489791776,True,0.0047759754565701,-0.0096194717837594,-0.0062045229735056,1.0,0.35,0.0,0.25
2023-07-26,7.448275862068438,True,0.000175969869968,0.0005751808152846,0.0157173298548552,1.0,0.55,0.0,0.2
2023-09-20,23.644444444452844,True,0.0028170042390398,0.0040561840786451,0.0164806045867336,1.0,0.35,0.0,-0.2
2023-11-01,5.9473684210522935,True,-0.0005286160981486,-0.0075910986029415,-0.009987878889407,1.0,0.1,0.0,-0.25
2023-12-13,21.79310344828286,True,-0.0075590771517467,-0.0092101190314666,-0.0110223563599756,0.5,-0.3,-0.5,-0.4
2024-01-31,13.903225806455252,True,0.0023326296872259,-0.0027378013439166,0.0073984338527333,0.5,0.35,0.0,0.65
2024-03-20,12.205128205124936,True,-0.0014435357629831,0.0026292254404946,0.0068514062034496,0.5,0.35,0.0,0.0
2024-05-01,7.873015873017137,True,-0.0017253422968238,-0.0085309763628174,-0.0079111721190127,0.2,0.55,-0.3,0.2
2024-06-12,14.666666666661731,True,0.0007837119389371,0.0056822394183421,0.0052277042052441,0.5,0.35,0.3,-0.2
2024-07-31,9.437500000004423,True,0.0002843975462774,-0.0001999018959098,-0.0087940113803115,0.333333333333333,-0.25,-0.1667,-0.6
2024-09-18,17.4237288135637,True,-0.0054388965114527,0.0031129464303875,0.003381503991238,0.0,-0.7,-0.3333,-0.45
2024-11-07,11.91666666667164,True,0.0007661219462532,0.0056357140809604,0.020697436809939,0.333333333333333,0.1,0.3333,0.8
2024-12-18,18.222222222218697,True,0.0062615535565656,0.0052423355560357,,0.333333333333333,0.35,0.0,0.25
2025-01-29,6.27848101265778,True,0.0020275896237602,-0.0030141104595617,-0.0096619219867606,1.0,0.55,0.6667,0.2
2025-03-19,6.307692307692383,True,-0.0019448452766931,0.0027983609824726,0.0069205142967242,0.333333333333333,-0.35,-0.6667,-0.9
2025-05-07,2.492307692307472,True,-0.0004300692440223,0.0105304219877752,0.0133061393129636,1.0,-0.1,0.6667,0.25
2025-06-18,8.929577464788583,True,-0.0005389364864413,0.0043862799925439,-0.0039345432513742,1.0,0.15,0.0,0.25
2025-07-30,4.852459016395699,True,-8.071899968944053e-05,0.0062722923919172,-0.0066035268924987,0.0,0.1,-1.0,-0.05
2025-09-17,12.952380952378537,True,-0.0024738996197485,0.0108191074370838,0.0174173725343615,-0.5,-0.35,-0.5,-0.45
2025-10-29,4.967741935485442,True,0.0008804043912717,0.0068221836966981,0.0150567722318087,-0.5,-0.15,0.0,0.2
2025-12-10,11.12499999999896,True,-0.0009729578288975,-0.0055956137795285,-0.0019160619808141,-0.5,-0.15,0.0,0.0
2026-01-28,13.103448275861592,True,0.0004546240938193,-0.0052218575890309,0.0080507979786351,0.333333333333333,0.3,0.8333,0.45
2026-03-18,3.3972602739717943,True,0.00026091891969,-0.0021769567671391,0.0026809821706427,0.333333333333333,0.1,0.0,-0.2
2026-04-29,3.699999999999195,True,0.0015949382106576,-0.0110948871539472,-0.0140233745000705,0.5,0.1,0.1667,0.0
