Trade Date,PnL ($),Risk ($)
2010-06-30,"($19.95)","$1,000"
2010-07-30,"$3,058.41","$1,000"
2010-08-31,"($3,623.15)","$1,000"
2010-09-30,"($5,127.24)","$1,000"
2010-10-29,"$5,977.67","$1,000"
2010-11-30,"$1,319.73","$1,000"
2010-12-30,"($3,374.45)","$1,000"
2011-01-31,"($2,361.66)","$1,000"
2011-02-28,"($2,752.96)","$1,000"
2011-03-31,"$3,176.57","$1,000"
2011-04-29,"($6,719.63)","$1,000"
2011-05-31,"$2,937.94","$1,000"
2011-06-30,"($1,131.80)","$1,000"
2011-07-29,"$2,948.25","$1,000"
2011-08-31,"$19,192.12","$1,000"
2011-09-30,"$4,889.15","$1,000"
2011-10-31,"($11,619.73)","$1,000"
2011-11-30,"$854.86","$1,000"
2011-12-30,"$3,128.51","$1,000"
2012-01-31,"$9,503.67","$1,000"
2012-02-29,"$6,149.18","$1,000"
2012-03-30,"$1,323.64","$1,000"
2012-04-30,"$2,672.30","$1,000"
2012-05-31,"$7,347.97","$1,000"
2012-06-29,"($2,424.82)","$1,000"
2012-07-31,"($5,548.07)","$1,000"
2012-08-31,"($2,931.52)","$1,000"
2012-09-28,"$3,519.83","$1,000"
2012-10-31,"$616.40","$1,000"
2012-11-30,"($1,995.28)","$1,000"
2012-12-28,"$2,793.73","$1,000"
2013-01-31,"$2,149.92","$1,000"
2013-02-28,"($441.74)","$1,000"
2013-03-28,"($692.48)","$1,000"
2013-04-30,"($1,518.86)","$1,000"
2013-05-31,"$5,498.43","$1,000"
2013-06-28,"$4,666.76","$1,000"
2013-07-31,"$3,979.66","$1,000"
2013-08-30,"($2,088.21)","$1,000"
2013-09-30,"$6,062.46","$1,000"
2013-10-31,"($5,114.03)","$1,000"
2013-11-29,"$4,110.95","$1,000"
2013-12-30,"$1,561.46","$1,000"
2014-01-31,"($2,571.98)","$1,000"
2014-02-28,"$4,143.35","$1,000"
2014-03-31,"$1,404.96","$1,000"
2014-04-30,"$495.19","$1,000"
2014-05-30,"($3,540.89)","$1,000"
2014-06-30,"$1,108.29","$1,000"
2014-07-31,"$4,328.15","$1,000"
2014-08-29,"($666.38)","$1,000"
2014-09-30,"($43.61)","$1,000"
2014-10-31,"$1,556.10","$1,000"
2014-11-28,"($7,011.78)","$1,000"
2014-12-30,"($1,756.36)","$1,000"
2015-01-30,"$9,063.95","$1,000"
2015-02-27,"$6,614.17","$1,000"
2015-03-31,"$4,951.12","$1,000"
2015-04-30,"($4,276.97)","$1,000"
2015-05-29,"($354.10)","$1,000"
2015-06-30,"$4,107.74","$1,000"
2015-07-31,"($3,325.91)","$1,000"
2015-08-31,"($9,280.49)","$1,000"
2015-09-30,"$5,838.71","$1,000"
2015-10-30,"$12,315.17","$1,000"
2015-11-30,"$4,903.99","$1,000"
2015-12-30,"$5,615.95","$1,000"
2016-01-29,"$8,795.49","$1,000"
2016-02-29,"$3,089.47","$1,000"
2016-03-31,"$4,950.92","$1,000"
2016-04-29,"$737.14","$1,000"
2016-05-31,"($2,229.01)","$1,000"
2016-06-30,"$5,677.33","$1,000"
2016-07-29,"$6,791.36","$1,000"
2016-08-31,"($2,468.59)","$1,000"
2016-09-30,"($771.00)","$1,000"
2016-10-31,"$1,465.03","$1,000"
2016-11-30,"$231.69","$1,000"
2016-12-30,"($7,901.66)","$1,000"
2017-01-31,"$472.52","$1,000"
2017-02-28,"($2,592.91)","$1,000"
2017-03-31,"$4,042.96","$1,000"
2017-04-28,"$1,016.33","$1,000"
2017-05-31,"($1,423.46)","$1,000"
2017-06-30,"$2,298.36","$1,000"
2017-07-31,"($1,678.44)","$1,000"
2017-08-31,"($515.01)","$1,000"
2017-09-29,"$6,412.00","$1,000"
2017-10-30,"$3,123.50","$1,000"
2017-11-30,"($1,554.02)","$1,000"
2017-12-29,"$816.49","$1,000"
2018-01-31,"($2,104.41)","$1,000"
2018-02-28,"$5,713.87","$1,000"
2018-03-29,"($2,726.95)","$1,000"
2018-04-30,"($4,260.49)","$1,000"
2018-05-31,"$57.25","$1,000"
2018-06-29,"$2,371.22","$1,000"
2018-07-31,"($4,059.00)","$1,000"
2018-08-31,"($3,447.27)","$1,000"
2018-09-28,"$948.96","$1,000"
2018-10-31,"$6,525.99","$1,000"
2018-11-30,"$1,662.11","$1,000"
2018-12-28,"$6,202.94","$1,000"
2019-01-31,"($5,816.29)","$1,000"
2019-02-28,"($3,065.76)","$1,000"
2019-03-29,"$90.31","$1,000"
2019-04-30,"$7,097.32","$1,000"
2019-05-31,"$5,000.29","$1,000"
2019-06-28,"($5,730.10)","$1,000"
2019-07-31,"$1,691.78","$1,000"
2019-08-30,"$2,049.05","$1,000"
2019-09-30,"($4,094.05)","$1,000"
2019-10-31,"$3,529.99","$1,000"
2019-11-29,"$2,872.43","$1,000"
2019-12-30,"$95.42","$1,000"
2020-01-31,"$2,015.55","$1,000"
2020-02-28,"($8,408.74)","$1,000"
2020-03-31,"$16,437.78","$1,000"
2020-04-30,"($9,317.78)","$1,000"
2020-05-29,"$6,676.80","$1,000"
2020-06-30,"$6,249.15","$1,000"
2020-07-31,"$19.74","$1,000"
2020-08-31,"$5,132.80","$1,000"
2020-09-30,"($1,426.38)","$1,000"
2020-10-30,"$9,437.16","$1,000"
2020-11-30,"($15,010.45)","$1,000"
2020-12-30,"$3,217.33","$1,000"
2021-01-29,"$2,084.08","$1,000"
2021-02-26,"$2,631.01","$1,000"
2021-03-31,"$8,864.24","$1,000"
2021-04-30,"($849.99)","$1,000"
2021-05-31,"$1,884.39","$1,000"
2021-06-30,"$712.72","$1,000"
2021-07-30,"($85.96)","$1,000"
2021-08-31,"($1,870.13)","$1,000"
2021-09-30,"($3,627.39)","$1,000"
2021-10-29,"($2,805.12)","$1,000"
2021-11-30,"$3,751.98","$1,000"
2021-12-30,"($5,196.84)","$1,000"
2022-01-31,"($2,604.11)","$1,000"
2022-02-28,"($6,529.42)","$1,000"
2022-03-31,"$319.96","$1,000"
2022-04-29,"($2,198.23)","$1,000"
2022-05-31,"($2,060.38)","$1,000"
2022-06-30,"$11,151.94","$1,000"
2022-07-29,"($5,477.88)","$1,000"
2022-08-31,"($4,813.76)","$1,000"
2022-09-30,"$5,614.35","$1,000"
2022-10-31,"($9,405.20)","$1,000"
2022-11-30,"$8,626.24","$1,000"
2022-12-30,"($3,288.52)","$1,000"
2023-01-31,"$8,652.08","$1,000"
2023-02-28,"$1,565.74","$1,000"
2023-03-31,"$1,716.22","$1,000"
2023-04-28,"$1,878.19","$1,000"
2023-05-31,"$1,622.62","$1,000"
2023-06-30,"($3,089.12)","$1,000"
2023-07-31,"$1,851.20","$1,000"
2023-08-31,"$3,038.58","$1,000"
2023-09-29,"($3,514.75)","$1,000"
2023-10-31,"($3,745.08)","$1,000"
2023-11-30,"$9,487.22","$1,000"
2023-12-29,"($3,306.79)","$1,000"
2024-01-31,"($908.09)","$1,000"
2024-02-29,"$4,581.41","$1,000"
2024-03-28,"$4,606.24","$1,000"
2024-04-30,"($3,029.99)","$1,000"
2024-05-31,"$3,155.06","$1,000"
2024-06-28,"$1,419.02","$1,000"
2024-07-31,"($1,498.18)","$1,000"
2024-08-30,"($2,151.80)","$1,000"
2024-09-30,"$2,210.88","$1,000"
2024-10-31,"($1,280.16)","$1,000"
2024-11-29,"($2,877.26)","$1,000"
2024-12-30,"($1,440.35)","$1,000"
2025-01-31,"($9,156.15)","$1,000"
2025-02-28,"$3,770.38","$1,000"
2025-03-31,"($1,720.25)","$1,000"
2025-04-30,"($1,504.68)","$1,000"
2025-05-30,"$6,669.78","$1,000"
2025-06-30,"($366.16)","$1,000"
2025-07-31,"$651.87","$1,000"
2025-08-29,"($678.40)","$1,000"
2025-09-30,"$89.91","$1,000"
2025-10-31,"$324.86","$1,000"
2025-11-28,"$507.17","$1,000"
2025-12-30,"($2,742.06)","$1,000"
2026-01-30,"$197.63","$1,000"
2026-02-27,"$3,037.84","$1,000"
2026-03-31,"$10,299.77","$1,000"
2026-04-30,"($7,109.07)","$1,000"
2026-05-29,"$3,343.93","$1,000"
2026-06-30,"($433.74)","$1,000"
