Year,Month,Date,IFO_Level,IFO_Change_Pct,DAX_Price,DAX_Return,IFO_Previous,IFO_Direction,IFO_Bullish,IFO_Bearish,Position
2008,10,2008-10-01,83.8,-6.992230855,4987.97,-14.458019351674324,90.1,-6.299999999999997,False,True,-1
2008,11,2008-11-01,81.5,-2.744630072,4669.44,-6.385964630901963,83.8,-2.299999999999997,False,True,-1
2008,12,2008-12-01,79.3,-2.699386503,4810.2,3.014494243421062,81.5,-2.200000000000003,False,True,-1
2009,1,2009-01-01,81.3,2.522068096,4338.35,-9.80936343603176,79.3,2.0,True,False,1
2009,2,2009-02-01,82.7,1.72201722,3843.74,-11.400878214067578,81.3,1.4000000000000057,True,False,1
2009,3,2009-03-01,82.0,-0.84643289,4084.76,6.270455337769998,82.7,-0.7000000000000028,False,True,-1
2009,4,2009-04-01,84.8,3.414634146,4769.45,16.76206190816596,82.0,2.799999999999997,True,False,1
2009,5,2009-05-01,86.6,2.122641509,4940.82,3.593076769858161,84.8,1.7999999999999972,True,False,1
2009,6,2009-06-01,90.1,4.041570439,4808.64,-2.675264429790991,86.6,3.5,True,False,1
2009,7,2009-07-01,92.1,2.219755827,5332.14,10.886654022759036,90.1,2.0,True,False,1
2009,8,2009-08-01,95.5,3.691639522,5458.04,2.361153308052666,92.1,3.4000000000000057,True,False,1
2009,9,2009-09-01,98.2,2.827225131,5675.16,3.977984771089993,95.5,2.700000000000003,True,False,1
2009,10,2009-10-01,98.1,-0.101832994,5414.96,-4.584892760732739,98.2,-0.10000000000000853,False,True,-1
2009,11,2009-11-01,99.5,1.427115189,5625.95,3.8964276744426485,98.1,1.4000000000000057,True,False,1
2009,12,2009-12-01,98.7,-0.804020101,5957.43,5.891982687368369,99.5,-0.7999999999999972,False,True,-1
2010,1,2010-01-01,98.0,-0.709219858,5608.79,-5.852187940101694,98.7,-0.7000000000000028,False,True,-1
2010,2,2010-02-01,97.4,-0.612244898,5598.46,-0.18417519643274538,98.0,-0.5999999999999943,False,True,-1
2010,3,2010-03-01,99.6,2.258726899,6153.55,9.9150480667898,97.4,2.1999999999999886,True,False,1
2010,4,2010-04-01,101.1,1.506024096,6135.7,-0.2900764599296446,99.6,1.5,True,False,1
2010,5,2010-05-01,100.4,-0.692383778,5964.33,-2.792998353896048,101.1,-0.6999999999999886,False,True,-1
2010,6,2010-06-01,100.3,-0.099601594,5965.52,0.019951947662200098,100.4,-0.10000000000000853,False,True,-1
2010,7,2010-07-01,102.2,1.894317049,6147.97,3.0584089903310963,100.3,1.9000000000000057,True,False,1
2010,8,2010-08-01,103.7,1.467710372,5925.22,-3.6231471526373737,102.2,1.5,True,False,1
2010,9,2010-09-01,103.5,-0.192864031,6229.02,5.127235781962525,103.7,-0.20000000000000284,False,True,-1
2010,10,2010-10-01,104.8,1.256038647,6601.37,5.977665828653622,103.5,1.2999999999999972,True,False,1
2010,11,2010-11-01,106.1,1.240458015,6688.49,1.3197260568639457,104.8,1.2999999999999972,True,False,1
2010,12,2010-12-01,105.6,-0.471253534,6914.19,3.374453725728821,106.1,-0.5,False,True,-1
2011,1,2011-01-01,103.6,-1.893939394,7077.48,2.3616649238739518,105.6,-2.0,False,True,-1
2011,2,2011-02-01,103.1,-0.482625483,7272.32,2.752957267275935,103.6,-0.5,False,True,-1
2011,3,2011-03-01,102.4,-0.678952473,7041.31,-3.1765653876617006,103.1,-0.6999999999999886,False,True,-1
2011,4,2011-04-01,101.7,-0.68359375,7514.46,6.719630296067058,102.4,-0.7000000000000028,False,True,-1
2011,5,2011-05-01,101.5,-0.196656834,7293.69,-2.9379356600474305,101.7,-0.20000000000000284,False,True,-1
2011,6,2011-06-01,101.3,-0.197044335,7376.24,1.1318002273197791,101.5,-0.20000000000000284,False,True,-1
2011,7,2011-07-01,101.3,0.0,7158.77,-2.948250056939572,101.3,0.0,False,False,-1
2011,8,2011-08-01,97.1,-4.146100691,5784.85,-19.192123786628144,101.3,-4.200000000000003,False,True,-1
2011,9,2011-09-01,95.8,-1.338825953,5502.02,-4.889150107608664,97.1,-1.2999999999999972,False,True,-1
2011,10,2011-10-01,95.6,-0.208768267,6141.34,11.619732389195224,95.8,-0.20000000000000284,False,True,-1
2011,11,2011-11-01,95.5,-0.10460251,6088.84,-0.8548622938967743,95.6,-0.09999999999999432,False,True,-1
2011,12,2011-12-01,95.4,-0.104712042,5898.35,-3.1285105208873953,95.5,-0.09999999999999432,False,True,-1
2012,1,2012-01-01,96.8,1.467505241,6458.91,9.503674756499692,95.4,1.3999999999999915,True,False,1
2012,2,2012-02-01,97.9,1.136363636,6856.08,6.149179969994933,96.8,1.1000000000000085,True,False,1
2012,3,2012-03-01,98.7,0.817160368,6946.83,1.3236426646130228,97.9,0.7999999999999972,True,False,1
2012,4,2012-04-01,98.6,-0.101317123,6761.19,-2.672298012186858,98.7,-0.10000000000000853,False,True,-1
2012,5,2012-05-01,96.9,-1.724137931,6264.38,-7.347966851989063,98.6,-1.6999999999999886,False,True,-1
2012,6,2012-06-01,94.8,-2.167182663,6416.28,2.4248209719078373,96.9,-2.1000000000000085,False,True,-1
2012,7,2012-07-01,93.7,-1.160337553,6772.26,5.54807458527371,94.8,-1.0999999999999943,False,True,-1
2012,8,2012-08-01,92.8,-0.960512273,6970.79,2.9315176912876995,93.7,-0.9000000000000057,False,True,-1
2012,9,2012-09-01,93.4,0.646551724,7216.15,3.5198306074347263,92.8,0.6000000000000085,True,False,1
2012,10,2012-10-01,93.7,0.321199143,7260.63,0.6163951691691594,93.4,0.29999999999999716,True,False,1
2012,11,2012-11-01,92.9,-0.853788687,7405.5,1.9952814012007103,93.7,-0.7999999999999972,False,True,-1
2012,12,2012-12-01,95.2,2.475780409,7612.39,2.7937343866045516,92.9,2.299999999999997,True,False,1
2013,1,2013-01-01,96.2,1.050420168,7776.05,2.149916123582729,95.2,1.0,True,False,1
2013,2,2013-02-01,99.3,3.222453222,7741.7,-0.44174098674777396,96.2,3.0999999999999943,True,False,1
2013,3,2013-03-01,98.8,-0.503524673,7795.31,0.6924835630417236,99.3,-0.5,False,True,-1
2013,4,2013-04-01,97.9,-0.910931174,7913.71,1.5188619823971017,98.8,-0.8999999999999915,False,True,-1
2013,5,2013-05-01,98.5,0.612870276,8348.84,5.498432467199321,97.9,0.5999999999999943,True,False,1
2013,6,2013-06-01,97.7,-0.812182741,7959.22,-4.666756100248659,98.5,-0.7999999999999972,False,True,-1
2013,7,2013-07-01,98.9,1.228249744,8275.97,3.979661323597017,97.7,1.2000000000000028,True,False,1
2013,8,2013-08-01,100.4,1.516683519,8103.15,-2.0882144328701058,98.9,1.5,True,False,1
2013,9,2013-09-01,100.9,0.498007968,8594.4,6.062457192573256,100.4,0.5,True,False,1
2013,10,2013-10-01,99.8,-1.090188305,9033.92,5.114027738992832,100.9,-1.1000000000000085,False,True,-1
2013,11,2013-11-01,101.3,1.503006012,9405.3,4.110950727923202,99.8,1.5,True,False,1
2013,12,2013-12-01,101.7,0.394866732,9552.16,1.5614600278566426,101.3,0.4000000000000057,True,False,1
2014,1,2014-01-01,102.7,0.983284169,9306.48,-2.571983718865689,101.7,1.0,True,False,1
2014,2,2014-02-01,102.8,0.097370983,9692.08,4.143349580077538,102.7,0.09999999999999432,True,False,1
2014,3,2014-03-01,101.8,-0.972762646,9555.91,-1.4049615768751411,102.8,-1.0,False,True,-1
2014,4,2014-04-01,102.0,0.196463654,9603.23,0.4951909341967431,101.8,0.20000000000000284,True,False,1
2014,5,2014-05-01,100.6,-1.37254902,9943.27,3.5408919707223596,102.0,-1.4000000000000057,False,True,-1
2014,6,2014-06-01,100.1,-0.497017893,9833.07,-1.1082873139319438,100.6,-0.5,False,True,-1
2014,7,2014-07-01,99.8,-0.2997003,9407.48,-4.328149804689685,100.1,-0.29999999999999716,False,True,-1
2014,8,2014-08-01,98.0,-1.803607214,9470.17,0.666384621598981,99.8,-1.7999999999999972,False,True,-1
2014,9,2014-09-01,97.0,-1.020408163,9474.3,0.043610621562217844,98.0,-1.0,False,True,-1
2014,10,2014-10-01,95.9,-1.134020619,9326.87,-1.5561044087689657,97.0,-1.0999999999999943,False,True,-1
2014,11,2014-11-01,95.9,0.0,9980.85,7.011784232009233,95.9,0.0,False,False,-1
2014,12,2014-12-01,98.1,2.294056309,9805.55,-1.756363435979913,95.9,2.1999999999999886,True,False,1
2015,1,2015-01-01,98.9,0.815494393,10694.32,9.06394847815779,98.1,0.8000000000000114,True,False,1
2015,2,2015-02-01,99.5,0.606673407,11401.66,6.614165276520612,98.9,0.5999999999999943,True,False,1
2015,3,2015-03-01,99.6,0.100502513,11966.17,4.951121152533933,99.5,0.09999999999999432,True,False,1
2015,4,2015-04-01,100.0,0.401606426,11454.38,-4.276974169680026,99.6,0.4000000000000057,True,False,1
2015,5,2015-05-01,100.2,0.2,11413.82,-0.35410035287810615,100.0,0.20000000000000284,True,False,1
2015,6,2015-06-01,100.1,-0.099800399,10944.97,-4.107739564843326,100.2,-0.10000000000000853,False,True,-1
2015,7,2015-07-01,98.7,-1.398601399,11308.99,3.3259113547136288,100.1,-1.3999999999999915,False,True,-1
2015,8,2015-08-01,100.3,1.621073961,10259.46,-9.280492776101145,98.7,1.5999999999999943,True,False,1
2015,9,2015-09-01,99.2,-1.09670987,9660.44,-5.838708859920494,100.3,-1.0999999999999943,False,True,-1
2015,10,2015-10-01,101.0,1.814516129,10850.14,12.315174050043254,99.2,1.7999999999999972,True,False,1
2015,11,2015-11-01,101.6,0.594059406,11382.23,4.903992022222758,101.0,0.5999999999999943,True,False,1
2015,12,2015-12-01,100.8,-0.787401575,10743.01,-5.615946962941354,101.6,-0.7999999999999972,False,True,-1
2016,1,2016-01-01,99.3,-1.488095238,9798.11,-8.795486553582277,100.8,-1.5,False,True,-1
2016,2,2016-02-01,97.6,-1.711983887,9495.4,-3.0894733780290395,99.3,-1.7000000000000028,False,True,-1
2016,3,2016-03-01,98.8,1.229508197,9965.51,4.950923605114066,97.6,1.2000000000000028,True,False,1
2016,4,2016-04-01,99.9,1.113360324,10038.97,0.7371424041519026,98.8,1.1000000000000085,True,False,1
2016,5,2016-05-01,99.4,-0.500500501,10262.74,2.229013534256996,99.9,-0.5,False,True,-1
2016,6,2016-06-01,99.0,-0.402414487,9680.09,-5.677333733486378,99.4,-0.4000000000000057,False,True,-1
2016,7,2016-07-01,100.1,1.111111111,10337.5,6.791362477001761,99.0,1.0999999999999943,True,False,1
2016,8,2016-08-01,99.8,-0.2997003,10592.69,2.4685852478839143,100.1,-0.29999999999999716,False,True,-1
2016,9,2016-09-01,101.0,1.20240481,10511.02,-0.7710033995141918,99.8,1.2000000000000028,True,False,1
2016,10,2016-10-01,101.9,0.891089109,10665.01,1.4650338406738905,101.0,0.9000000000000057,True,False,1
2016,11,2016-11-01,101.0,-0.883218842,10640.3,-0.23169223470020928,101.9,-0.9000000000000057,False,True,-1
2016,12,2016-12-01,100.2,-0.792079208,11481.06,7.901656908169885,101.0,-0.7999999999999972,False,True,-1
2017,1,2017-01-01,100.7,0.499001996,11535.31,0.4725173459593446,100.2,0.5,True,False,1
2017,2,2017-02-01,100.0,-0.695134062,11834.41,2.592908209662337,100.7,-0.7000000000000028,False,True,-1
2017,3,2017-03-01,100.4,0.4,12312.87,4.04295609160068,100.0,0.4000000000000057,True,False,1
2017,4,2017-04-01,102.2,1.792828685,12438.01,1.0163349405946764,100.4,1.7999999999999972,True,False,1
2017,5,2017-05-01,101.0,-1.174168297,12615.06,1.423459218958656,102.2,-1.2000000000000028,False,True,-1
2017,6,2017-06-01,100.7,-0.297029703,12325.12,-2.2983640188790067,101.0,-0.29999999999999716,False,True,-1
2017,7,2017-07-01,101.0,0.297914598,12118.25,-1.6784420760203589,100.7,0.29999999999999716,True,False,1
2017,8,2017-08-01,101.6,0.594059406,12055.84,-0.5150083551667906,101.0,0.5999999999999943,True,False,1
2017,9,2017-09-01,101.9,0.295275591,12828.86,6.41199617778605,101.6,0.30000000000001137,True,False,1
2017,10,2017-10-01,102.4,0.490677134,13229.57,3.123504348788586,101.9,0.5,True,False,1
2017,11,2017-11-01,103.4,0.9765625,13023.98,-1.5540187625145752,102.4,1.0,True,False,1
2017,12,2017-12-01,102.5,-0.87040619,12917.64,-0.8164938828223001,103.4,-0.9000000000000057,False,True,-1
2018,1,2018-01-01,101.7,-0.780487805,13189.48,2.104409164522303,102.5,-0.7999999999999972,False,True,-1
2018,2,2018-02-01,100.6,-1.081612586,12435.85,-5.71387196462635,101.7,-1.1000000000000085,False,True,-1
2018,3,2018-03-01,101.0,0.397614314,12096.73,-2.7269547316830067,100.6,0.4000000000000057,True,False,1
2018,4,2018-04-01,100.6,-0.396039604,12612.11,4.260490231657665,101.0,-0.4000000000000057,False,True,-1
2018,5,2018-05-01,99.1,-1.491053678,12604.89,-0.05724656698998798,100.6,-1.5,False,True,-1
2018,6,2018-06-01,97.6,-1.513622603,12306.0,-2.371222596944511,99.1,-1.5,False,True,-1
2018,7,2018-07-01,97.5,-0.102459016,12805.5,4.058995611896643,97.6,-0.09999999999999432,False,True,-1
2018,8,2018-08-01,100.6,3.179487179,12364.06,-3.4472687517082545,97.5,3.0999999999999943,True,False,1
2018,9,2018-09-01,100.4,-0.198807157,12246.73,-0.9489601312190343,100.6,-0.19999999999998863,False,True,-1
2018,10,2018-10-01,99.6,-0.796812749,11447.51,-6.525986936921113,100.4,-0.8000000000000114,False,True,-1
2018,11,2018-11-01,98.6,-1.004016064,11257.24,-1.662108178983901,99.6,-1.0,False,True,-1
2018,12,2018-12-01,97.3,-1.318458418,10558.96,-6.2029413959372,98.6,-1.2999999999999972,False,True,-1
2019,1,2019-01-01,94.5,-2.877697842,11173.1,5.816292513656651,97.3,-2.799999999999997,False,True,-1
2019,2,2019-02-01,94.0,-0.529100529,11515.64,3.065756146458898,94.5,-0.5,False,True,-1
2019,3,2019-03-01,95.8,1.914893617,11526.04,0.0903119583453682,94.0,1.7999999999999972,True,False,1
2019,4,2019-04-01,97.0,1.252609603,12344.08,7.097320502097859,95.8,1.2000000000000028,True,False,1
2019,5,2019-05-01,95.3,-1.75257732,11726.84,-5.000291637772925,97.0,-1.7000000000000028,False,True,-1
2019,6,2019-06-01,92.6,-2.833158447,12398.8,5.730102909223622,95.3,-2.700000000000003,False,True,-1
2019,7,2019-07-01,91.2,-1.51187905,12189.04,-1.6917766235442055,92.6,-1.3999999999999915,False,True,-1
2019,8,2019-08-01,91.0,-0.219298246,11939.28,-2.0490539041630895,91.2,-0.20000000000000284,False,True,-1
2019,9,2019-09-01,90.9,-0.10989011,12428.08,4.094049222398666,91.0,-0.09999999999999432,False,True,-1
2019,10,2019-10-01,92.0,1.210121012,12866.79,3.5299901513347276,90.9,1.0999999999999943,True,False,1
2019,11,2019-11-01,92.4,0.434782609,13236.38,2.8724336062063482,92.0,0.4000000000000057,True,False,1
2019,12,2019-12-01,94.0,1.731601732,13249.01,0.09541883808110718,92.4,1.5999999999999943,True,False,1
2020,1,2020-01-01,92.7,-1.382978723,12981.97,-2.015546821988967,94.0,-1.2999999999999972,False,True,-1
2020,2,2020-02-01,93.1,0.431499461,11890.35,-8.408739197517779,92.7,0.3999999999999915,True,False,1
2020,3,2020-03-01,80.1,-13.96348013,9935.84,-16.437783580802922,93.1,-13.0,False,True,-1
2020,4,2020-04-01,71.0,-11.360799,10861.64,9.317782895054671,80.1,-9.099999999999994,False,True,-1
2020,5,2020-05-01,80.4,13.23943662,11586.85,6.676800188553478,71.0,9.400000000000006,True,False,1
2020,6,2020-06-01,89.9,11.8159204,12310.93,6.2491531348036755,80.4,9.5,True,False,1
2020,7,2020-07-01,94.8,5.450500556,12313.36,0.019738557525705858,89.9,4.8999999999999915,True,False,1
2020,8,2020-08-01,96.6,1.898734177,12945.38,5.132798846131337,94.8,1.7999999999999972,True,False,1
2020,9,2020-09-01,97.7,1.138716356,12760.73,-1.4263775957136793,96.6,1.1000000000000085,True,False,1
2020,10,2020-10-01,95.4,-2.354145343,11556.48,-9.437156024772875,97.7,-2.299999999999997,False,True,-1
2020,11,2020-11-01,93.0,-2.51572327,13291.16,15.01045300991306,95.4,-2.4000000000000057,False,True,-1
2020,12,2020-12-01,94.7,1.827956989,13718.78,3.2173264034140114,93.0,1.7000000000000028,True,False,1
2021,1,2021-01-01,91.8,-3.062302006,13432.87,-2.0840774471199364,94.7,-2.9000000000000057,False,True,-1
2021,2,2021-02-01,94.5,2.941176471,13786.29,2.631008861099682,91.8,2.700000000000003,True,False,1
2021,3,2021-03-01,99.1,4.867724868,15008.34,8.86424121355347,94.5,4.599999999999994,True,False,1
2021,4,2021-04-01,97.8,-1.311806256,15135.91,0.8499940699637554,99.1,-1.2999999999999972,False,True,-1
2021,5,2021-05-01,100.8,3.067484663,15421.13,1.8843928115322983,97.8,3.0,True,False,1
2021,6,2021-06-01,102.0,1.19047619,15531.04,0.7127233866778937,100.8,1.2000000000000028,True,False,1
2021,7,2021-07-01,100.9,-1.078431373,15544.39,0.08595689664052664,102.0,-1.0999999999999943,False,True,-1
2021,8,2021-08-01,98.5,-2.378592666,15835.09,1.8701280654950247,100.9,-2.4000000000000057,False,True,-1
2021,9,2021-09-01,99.2,0.710659898,15260.69,-3.6273870246395834,98.5,0.7000000000000028,True,False,1
2021,10,2021-10-01,97.0,-2.217741935,15688.77,2.8051156271439837,99.2,-2.200000000000003,False,True,-1
2021,11,2021-11-01,95.0,-2.06185567,15100.13,-3.7519831063875686,97.0,-2.0,False,True,-1
2021,12,2021-12-01,93.4,-1.684210526,15884.86,5.196842676188895,95.0,-1.5999999999999943,False,True,-1
2022,1,2022-01-01,95.7,2.462526767,15471.2,-2.604114861572593,93.4,2.299999999999997,True,False,1
2022,2,2022-02-01,98.3,2.716823406,14461.02,-6.529422410672736,95.7,2.5999999999999943,True,False,1
2022,3,2022-03-01,83.2,-15.36113937,14414.75,-0.31996359869497226,98.3,-15.099999999999994,False,True,-1
2022,4,2022-04-01,85.5,2.764423077,14097.88,-2.1982344473542748,83.2,2.299999999999997,True,False,1
2022,5,2022-05-01,85.4,-0.116959064,14388.35,2.0603807097237414,85.5,-0.09999999999999432,False,True,-1
2022,6,2022-06-01,85.1,-0.351288056,12783.77,-11.151938895008806,85.4,-0.30000000000001137,False,True,-1
2022,7,2022-07-01,80.4,-5.522914219,13484.05,5.477883284821283,85.1,-4.699999999999989,False,True,-1
2022,8,2022-08-01,81.3,1.119402985,12834.96,-4.813761444076525,80.4,0.8999999999999915,True,False,1
2022,9,2022-09-01,77.4,-4.79704797,12114.36,-5.614353297556041,81.3,-3.8999999999999915,False,True,-1
2022,10,2022-10-01,77.0,-0.516795866,13253.74,9.405201760555236,77.4,-0.4000000000000057,False,True,-1
2022,11,2022-11-01,80.8,4.935064935,14397.04,8.626244365741309,77.0,3.799999999999997,True,False,1
2022,12,2022-12-01,84.5,4.579207921,13923.59,-3.2885231964348227,80.8,3.700000000000003,True,False,1
2023,1,2023-01-01,86.6,2.485207101,15128.27,8.652078953775577,84.5,2.0999999999999943,True,False,1
2023,2,2023-02-01,88.2,1.847575058,15365.14,1.565744133334479,86.6,1.6000000000000085,True,False,1
2023,3,2023-03-01,89.8,1.814058957,15628.84,1.716222566146497,88.2,1.5999999999999943,True,False,1
2023,4,2023-04-01,90.7,1.002227171,15922.38,1.8781944149405705,89.8,0.9000000000000057,True,False,1
2023,5,2023-05-01,87.2,-3.858875413,15664.02,-1.6226217437342871,90.7,-3.5,False,True,-1
2023,6,2023-06-01,83.0,-4.816513761,16147.9,3.089117608378933,87.2,-4.200000000000003,False,True,-1
2023,7,2023-07-01,83.6,0.722891566,16446.83,1.8512004656952463,83.0,0.5999999999999943,True,False,1
2023,8,2023-08-01,82.8,-0.956937799,15947.08,-3.0385794709375746,83.6,-0.7999999999999972,False,True,-1
2023,9,2023-09-01,83.7,1.086956522,15386.58,-3.5147500357432193,82.8,0.9000000000000057,True,False,1
2023,10,2023-10-01,84.8,1.314217443,14810.34,-3.745081753060131,83.7,1.0999999999999943,True,False,1
2023,11,2023-11-01,85.2,0.471698113,16215.43,9.487223115742104,84.8,0.4000000000000057,True,False,1
2023,12,2023-12-01,85.1,-0.117370892,16751.64,3.3067886574700722,85.2,-0.10000000000000853,False,True,-1
2024,1,2024-01-01,84.3,-0.940070505,16903.76,0.9080901929602092,85.1,-0.7999999999999972,False,True,-1
2024,2,2024-02-01,84.8,0.59311981,17678.19,4.58140674027554,84.3,0.5,True,False,1
2024,3,2024-03-01,87.3,2.948113208,18492.49,4.6062407972762065,84.8,2.5,True,False,1
2024,4,2024-04-01,89.3,2.290950745,17932.17,-3.029986767601356,87.3,2.0,True,False,1
2024,5,2024-05-01,89.4,0.111982083,18497.94,3.1550559692441027,89.3,0.10000000000000853,True,False,1
2024,6,2024-06-01,88.1,-1.454138702,18235.45,-1.4190228749795808,89.4,-1.3000000000000114,False,True,-1
2024,7,2024-07-01,86.9,-1.362088536,18508.65,1.4981807413581905,88.1,-1.1999999999999886,False,True,-1
2024,8,2024-08-01,86.6,-0.345224396,18906.92,2.15180469672287,86.9,-0.30000000000001137,False,True,-1
2024,9,2024-09-01,86.7,0.115473441,19324.93,2.210883634140326,86.6,0.10000000000000853,True,False,1
2024,10,2024-10-01,87.3,0.692041522,19077.54,-1.2801598763876432,86.7,0.5999999999999943,True,False,1
2024,11,2024-11-01,87.1,-0.229095074,19626.45,2.8772577596482662,87.3,-0.20000000000000284,False,True,-1
2024,12,2024-12-01,84.8,-2.640642939,19909.14,1.4403521778008743,87.1,-2.299999999999997,False,True,-1
2025,1,2025-01-01,84.7,-0.117924528,21732.05,9.156146372972419,84.8,-0.09999999999999432,False,True,-1
2025,2,2025-02-01,85.8,1.298701299,22551.43,3.770376011466947,84.7,1.0999999999999943,True,False,1
2025,3,2025-03-01,87.7,2.214452214,22163.49,-1.720245678433685,85.8,1.9000000000000057,True,False,1
2025,4,2025-04-01,87.3,-0.456100342,22496.98,1.5046817987600214,87.7,-0.4000000000000057,False,True,-1
2025,5,2025-05-01,88.8,1.718213058,23997.48,6.6697841221355025,87.3,1.5,True,False,1
2025,6,2025-06-01,90.3,1.689189189,23909.61,-0.36616344716194904,88.8,1.5,True,False,1
2025,7,2025-07-01,90.7,0.442967885,24065.47,0.6518717787534101,90.3,0.4000000000000057,True,False,1
2025,8,2025-08-01,91.4,0.771775083,23902.21,-0.6783993830164259,90.7,0.7000000000000028,True,False,1
2025,9,2025-09-01,89.7,-1.859956236,23880.72,-0.08990800432260304,91.4,-1.7000000000000028,False,True,-1
2025,10,2025-10-01,91.6,2.118171683,23958.3,0.32486457694742565,89.7,1.8999999999999915,True,False,1
2025,11,2025-11-01,90.5,-1.200873362,23836.79,-0.5071728795448704,91.6,-1.0999999999999943,False,True,-1
2025,12,2025-12-01,89.7,-0.883977901,24490.41,2.742063843327891,90.5,-0.7999999999999972,False,True,-1
2026,1,2026-01-01,89.8,0.111482720178366,24538.81,0.1976283778017729,89.7,0.09999999999999432,True,False,1
2026,2,2026-02-01,90.4,0.6681514476614795,25284.26,3.037840873294173,89.8,0.6000000000000085,True,False,1
2026,3,2026-03-01,85.9,-4.97787610619469,22680.04,-10.299767523352465,90.4,-4.5,False,True,-1
2026,4,2026-04-01,83.5,-2.7939464493597272,24292.38,7.10907035437327,85.9,-2.4000000000000057,False,True,-1
2026,5,2026-05-01,83.9,0.4790419161676715,25104.7,3.343929248595656,83.5,0.4000000000000057,True,False,1
2026,6,2026-06-01,84.1,0.2383790226459935,24995.81,-0.433743482296145,83.9,0.19999999999998863,True,False,1
